zcta,city_primary,county_primary,county_secondary,classification,jurisdiction_for_regs,population_2024,population_cagr_10yr_pct,renter_households_est,renter_hh_in_small_portfolio_est,renter_hh_share_pct,owner_occupied_pct,median_hh_income,median_home_value_2025,median_rent_2br,rent_to_price_ratio_monthly_pct,rent_growth_36mo_pct,days_on_market_rental,vacancy_rate,rate_locked_owner_pct_est,adu_permits_2024_jurisdiction,adu_permits_5yr_jurisdiction,tech_relocation_proxy,lep_pct,foreign_born_pct,pct_bachelors_or_higher,lca_total_fy2024,lep_renter_tech_raw,total_visa_renter_est,visa_renter_density,tech_cohort_share_proxy,avg_commute_min,min_commute_min,reg_complexity_score,zip_school_quality_composite,multi_zone_zip_flag,pct_under_5,under_5_density_per_sqmi,children_per_100_slots,zoning_permissiveness,facility_net_3yr,avg_tuition_infant,tuition_to_median_income_ratio,top_language_1_name,top_language_2_name,moe_flags,anomaly_flags,pm_score,pm_rank,rental_score,rental_rank,daycare_score,daycare_rank,dual_use_score,dual_use_rank,_n_renter_sp,_n_accidental,_n_lep_renter_tech,_n_visa,_n_reg_complex,_n_tech_capped,_n_avg_commute,_n_pop_growth,_n_school,_n_rtp,_n_rent_growth,_n_dom_vac,_n_stability,_n_reg_friendly,_n_min_commute,_n_under5,_n_gap,_n_zoning,_n_income,_n_hi_emp,_n_fac_trend
98047,Pacific,King,Pierce,suburban,Pacific,6900.0,0.48,1164.0,771.0,42.17,58.0,102723.0,560000.0,1990.0,0.422,15.0,28.0,5.0,56.0,4.0,9.0,0.04149295,17.94,23.35,17.77,0.0,0.0,110.0,0.09450171821305842,0.0,90.55000000000001,64.9,1.0,64.6,true,5.09,164.0,259.0,1.0,0.0,1950.0,0.32,Spanish,Russian/Polish/Slavic,renter_households;median_hh_income,CROSS_COUNTY;LOW_POP,11.71,101,57.57,47,44.41,75,50.56,64,0.1177,0.0998,0.0,0.1891,0.0,0.0,0.4094,0.1941,0.2623,0.7122,0.8824,0.6918,0.4115,1.0,0.4424,0.3241,0.7004,0.5,0.2473,0.3449,0.5
98050,Preston,King,,rural,Unincorporated King,87.0,0.0,6.0,5.0,0.0,86.0,0.0,820000.0,1970.0,0.286,10.5,42.0,3.6,64.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,67.0,51.4,2.0,89.0,false,0.0,0.0,100.0,1.0,0.0,,,Spanish,French/Haitian/Cajun,population_2024,LARGE_UNINC;LOW_POP;PO_BOX_ZIP,11.25,103,57.27,48,23.13,103,36.4,103,0.0,0.1818,0.0,0.0,0.1538,0.0,0.6691,0.0183,0.7825,0.3086,0.3529,0.5906,0.5,0.8462,0.5731,0.0,0.0,0.5,0.0,0.2865,0.5
98051,Ravensdale,King,,rural,Unincorporated King,3555.0,-0.03,196.0,166.0,15.02,86.0,114868.0,820000.0,1970.0,0.286,10.5,42.0,3.6,64.0,0.0,0.0,0.0156972,1.86,5.15,30.48,0.0,0.0,30.0,0.15306122448979592,0.0,91.39999999999999,70.2,2.0,86.2,false,4.5,3.0,309.0,1.0,0.0,1950.0,0.28,Spanish,Chinese (Mandarin/Cantonese),renter_households,LARGE_UNINC;LOW_POP;RURAL_FRINGE,12.87,100,56.04,54,47.5,56,51.59,54,0.0241,0.1924,0.0,0.3063,0.1538,0.0,0.4,0.0073,0.7228,0.3086,0.3529,0.5906,0.6585,0.8462,0.3911,0.0059,0.9207,0.5,0.3169,0.354,0.5
98052,Redmond,King,,urban,Redmond,79074.0,2.2,13781.0,7925.0,53.24,58.0,164848.0,1680000.0,3070.0,0.219,12.0,19.0,5.2,72.0,118.0,316.0,0.32663295,12.69,43.65,74.83,5220.0,352.67134319999997,5361.0,0.38901385966185326,0.37878238153980115,46.26666666666667,17.4,1.5,90.8,true,6.34,247.5,197.0,1.0,0.0,2750.0,0.16,Other Asian/Pacific Island,Chinese (Mandarin/Cantonese),,,78.28,1,63.29,18,54.52,17,58.74,8,1.0,0.6697,1.0,0.7785,0.0769,0.7531,0.8978,0.8242,0.8209,0.1098,0.5294,0.823,0.5896,0.9231,0.9022,0.4891,0.4273,0.5,0.6035,0.7529,0.5
98053,Redmond,King,,suburban,Redmond,22838.0,2.2,2221.0,1703.0,13.34,76.0,179912.0,1620000.0,2820.0,0.208,12.5,21.0,4.2,72.0,118.0,316.0,0.21981855,5.78,30.45,72.19,0.0,0.0,332.0,0.1494822152183701,0.0,56.43333333333334,32.0,1.5,95.0,true,6.63,54.8,214.0,1.0,0.0,2700.0,0.18,Other Indo-European,Other Asian/Pacific Island,renter_households,,31.95,56,67.48,8,50.03,37,58.1,10,0.2618,0.5643,0.0,0.2992,0.0769,0.0,0.7857,0.8242,0.9104,0.0772,0.5882,0.884,0.7692,0.9231,0.7609,0.1083,0.5022,0.5,0.6898,0.7254,0.5
98055,Renton,King,,suburban,Renton,24851.0,0.83,4812.0,2874.0,43.81,52.0,100207.0,620000.0,2200.0,0.421,15.0,26.0,5.4,56.0,72.0,198.0,0.10858146,16.62,27.82,39.03,110.0,8.009344200000001,785.0,0.16313383208645055,0.0228595178719867,58.5,22.7,2.0,59.5,false,8.01,446.3,204.0,1.0,0.0,2150.0,0.3,Spanish,Chinese (Mandarin/Cantonese),,,28.8,69,55.52,56,51.16,29,53.3,40,0.4429,0.1904,0.036,0.3265,0.1538,0.0482,0.7629,0.3223,0.1535,0.7092,0.8824,0.6874,0.3589,0.8462,0.8509,0.882,0.4581,0.5,0.2329,0.5419,0.5
98056,Renton,King,,suburban,Renton,36872.0,0.83,6121.0,3949.0,45.01,58.0,108596.0,720000.0,2200.0,0.362,14.5,24.0,4.8,60.0,72.0,198.0,0.13553266,19.69,30.74,44.09,0.0,0.0,1329.0,0.21712138539454337,0.0,48.18333333333334,11.4,2.0,71.6,false,6.03,294.3,205.0,1.0,0.0,2200.0,0.27,Spanish,Chinese (Mandarin/Cantonese),,,35.33,41,61.15,27,48.68,49,54.56,30,0.6091,0.2797,0.0,0.4345,0.1538,0.0,0.8767,0.3223,0.4115,0.5341,0.8235,0.7774,0.4284,0.8462,0.9603,0.5816,0.4626,0.5,0.281,0.6206,0.5
98057,Renton,King,,suburban,Renton,12151.0,0.83,2892.0,1437.0,75.78,44.0,68097.0,620000.0,2200.0,0.421,15.0,25.0,5.6,58.0,72.0,198.0,0.0845117,12.77,25.1,33.67,90.0,8.7093954,782.0,0.27040110650069155,0.03112033195020747,53.61666666666667,13.9,2.0,59.5,false,5.34,104.7,203.0,1.0,0.0,2150.0,0.3,Spanish,Tagalog/Filipino,,,27.31,73,54.35,62,34.86,100,43.53,94,0.2207,0.1951,0.0392,0.5412,0.1538,0.0656,0.8167,0.3223,0.1535,0.7092,0.8824,0.6852,0.2062,0.8462,0.9361,0.2069,0.4537,0.5,0.0488,0.4925,0.5
98058,Renton,King,,suburban,Renton,41980.0,0.83,5940.0,4297.0,26.81,66.0,111045.0,730000.0,2200.0,0.357,14.5,26.0,4.6,60.0,72.0,198.0,0.08810034,11.07,21.27,41.42,0.0,0.0,804.0,0.13535353535353536,0.0,62.9,33.3,2.0,71.6,true,6.63,147.9,238.0,1.0,0.0,2150.0,0.25,Spanish,Russian/Polish/Slavic,,MULTI_DISTRICT,32.12,55,59.82,34,45.27,72,52.04,48,0.6629,0.2292,0.0,0.2709,0.1538,0.0,0.7143,0.3223,0.4115,0.5193,0.8235,0.7629,0.496,0.8462,0.7483,0.2923,0.6079,0.5,0.295,0.5217,0.5
98059,Renton,King,,suburban,Renton,41639.0,0.83,4827.0,3723.0,22.41,72.0,134336.0,920000.0,2200.0,0.284,13.5,25.0,4.2,64.0,72.0,198.0,0.11760929999999999,13.52,23.22,50.65,50.0,1.514916,732.0,0.15164698570540708,0.010358400662937643,54.68333333333334,24.0,2.0,90.8,true,5.86,151.0,237.0,1.0,0.0,2250.0,0.24,Chinese (Mandarin/Cantonese),Vietnamese,,MULTI_DISTRICT,33.25,46,68.15,6,51.29,28,59.12,7,0.5741,0.3212,0.0068,0.3035,0.1538,0.0219,0.805,0.3223,0.8209,0.3027,0.7059,0.8173,0.6082,0.8462,0.8383,0.2984,0.6035,0.5,0.4286,0.6334,0.5
98065,Snoqualmie,King,,exurban,Snoqualmie,16061.0,1.44,1426.0,1118.0,15.35,78.0,182132.0,1190000.0,2200.0,0.219,12.0,27.0,3.6,68.0,14.0,38.0,0.08181739,3.42,12.77,64.07,0.0,0.0,219.0,0.1535764375876578,0.0,81.38333333333334,64.7,1.0,92.4,false,7.58,17.3,230.0,1.0,0.0,2500.0,0.18,Other Asian/Pacific Island,Other Indo-European,renter_households,,21.07,86,63.94,16,48.29,53,55.57,22,0.1713,0.3274,0.0,0.3074,0.0,0.0,0.5105,0.5458,0.855,0.1098,0.5294,0.8406,0.7907,1.0,0.4443,0.0342,0.5727,0.5,0.7026,0.5735,0.5
98070,Vashon,King,,rural,Unincorporated King,10424.0,-0.03,727.0,614.0,18.83,82.0,115750.0,890000.0,1970.0,0.264,10.5,44.0,4.0,66.0,0.0,0.0,0.029669639999999997,1.32,5.72,51.87,0.0,0.0,190.0,0.2613480055020633,0.0,74.56666666666666,57.6,2.0,83.2,false,3.26,9.2,160.0,1.0,0.0,2200.0,0.25,Spanish,German/W.Germanic,renter_households,LARGE_UNINC;RURAL_FRINGE,19.57,93,52.88,70,33.49,102,42.08,96,0.0934,0.2376,0.0,0.523,0.1538,0.0,0.5857,0.0073,0.6588,0.2433,0.3529,0.5195,0.6307,0.8462,0.5131,0.0182,0.2643,0.5,0.322,0.4175,0.5
98072,Woodinville,King,,suburban,Woodinville,24922.0,1.49,2385.0,1870.0,26.47,76.0,174599.0,1180000.0,2540.0,0.257,12.0,24.0,4.0,70.0,24.0,72.0,0.13323109999999996,4.7,19.7,67.63,30.0,0.373227,712.0,0.29853249475890986,0.012578616352201259,55.9,44.2,1.0,90.8,false,6.34,87.8,208.0,1.0,0.0,2600.0,0.2,Russian/Polish/Slavic,Chinese (Mandarin/Cantonese),,,31.73,57,66.51,12,48.93,46,57.05,13,0.2876,0.4152,0.0017,0.5975,0.0,0.0265,0.7915,0.5641,0.8209,0.2226,0.5294,0.8528,0.7539,1.0,0.6428,0.1735,0.4758,0.5,0.6594,0.6511,0.5
98074,Sammamish,King,,suburban,Sammamish,30850.0,3.12,3001.0,2301.0,15.73,76.0,234013.0,1620000.0,2820.0,0.208,12.0,20.0,4.0,72.0,58.0,144.0,0.3040637,10.89,38.3,79.39,30.0,0.5138991,509.0,0.1696101299566811,0.009996667777407531,52.050000000000004,25.2,1.0,99.2,true,6.47,190.4,203.0,1.0,0.0,2700.0,0.19,Other Asian/Pacific Island,Chinese (Mandarin/Cantonese),renter_households,MULTI_DISTRICT,36.64,38,72.8,1,60.64,2,66.44,1,0.3543,0.6371,0.0023,0.3394,0.0,0.0211,0.834,1.0,1.0,0.0772,0.5294,0.9195,0.9242,1.0,0.8267,0.3763,0.4537,0.5,1.0,0.9134,0.5
98075,Sammamish,King,,suburban,Sammamish,25231.0,3.12,1866.0,1520.0,11.43,82.0,250001.0,1720000.0,2820.0,0.196,11.8,20.0,3.6,74.0,58.0,144.0,0.26918190000000003,8.3,35.1,76.69,30.0,0.28460700000000005,286.0,0.1532690246516613,0.01607717041800643,54.63333333333333,33.3,1.0,99.2,false,5.41,141.6,196.0,1.0,0.0,2700.0,0.18,Chinese (Mandarin/Cantonese),Other Indo-European,median_hh_income,,33.31,45,72.1,2,57.64,6,64.47,2,0.2335,0.6302,0.0013,0.3067,0.0,0.0339,0.8055,1.0,1.0,0.0415,0.5059,0.9572,0.9697,1.0,0.7483,0.2798,0.4229,0.5,1.0,0.8742,0.5
98077,Woodinville,King,,exurban,Unincorporated King,14407.0,1.49,803.0,691.0,8.63,86.0,179625.0,1340000.0,2540.0,0.226,11.0,28.0,3.6,70.0,0.0,0.0,0.10140660000000001,6.05,16.02,63.3,20.0,0.104423,110.0,0.136986301369863,0.024906600249066,59.03333333333333,44.4,2.0,90.8,true,6.78,56.5,245.0,1.0,0.0,2500.0,0.2,Spanish,Russian/Polish/Slavic,renter_households,LARGE_UNINC;MULTI_DISTRICT,24.62,79,62.49,21,51.76,25,56.87,14,0.1053,0.3746,0.0005,0.2742,0.1538,0.0525,0.757,0.5641,0.8209,0.1306,0.4118,0.8239,0.8441,0.8462,0.6409,0.1117,0.6388,0.5,0.6882,0.6645,0.5
98092,Auburn,King,Pierce,suburban,Unincorporated King,50510.0,1.37,5717.0,4409.0,25.6,72.0,116614.0,680000.0,1990.0,0.348,14.5,28.0,4.5,58.0,0.0,0.0,0.0710418,11.8,20.04,35.45,0.0,0.0,748.0,0.13083785202029036,0.0,87.08333333333333,61.1,2.0,76.0,true,6.59,77.6,263.0,1.0,0.0,2050.0,0.3,Spanish,Russian/Polish/Slavic,,CROSS_COUNTY;LARGE_UNINC,29.81,65,60.26,30,44.86,74,51.99,49,0.6802,0.1604,0.0,0.2618,0.1538,0.0,0.4476,0.5201,0.5053,0.4926,0.8235,0.739,0.5574,0.8462,0.4792,0.1534,0.7181,0.5,0.327,0.4031,0.5
98101,Seattle,King,,urban-core,Seattle,16396.0,1.44,5718.0,486.0,84.28,18.0,128143.0,720000.0,2780.0,0.457,8.5,22.0,8.4,66.0,1180.0,5150.0,0.26738964000000004,5.65,37.56,71.19,3520.0,167.616064,2768.0,0.48408534452605806,0.6155998600909409,37.233333333333334,4.5,7.5,75.3,true,1.24,386.4,149.0,1.0,0.0,3000.0,0.18,Other Indo-European,Chinese (Mandarin/Cantonese),,,65.23,5,46.53,89,49.63,40,48.06,78,0.0736,0.8241,0.7536,0.9688,1.0,0.5,0.9974,0.5458,0.4904,0.816,0.1176,0.4711,0.1965,0.0,1.0,0.7636,0.2159,0.5,0.3931,0.6965,0.5
98102,Seattle,King,,urban-core,Seattle,26583.0,1.44,8000.0,1948.0,74.48,28.0,114395.0,920000.0,2780.0,0.358,9.0,20.0,6.4,68.0,1180.0,5150.0,0.11825951999999998,2.39,15.04,78.63,0.0,0.0,3984.0,0.498,0.0,37.81666666666667,9.3,7.5,81.4,false,1.51,312.4,192.0,1.0,0.0,2800.0,0.23,Spanish,Chinese (Mandarin/Cantonese),,,52.87,18,47.32,85,50.47,35,48.87,73,0.2997,0.6955,0.0,0.9967,1.0,0.0,0.991,0.5458,0.6205,0.5223,0.1765,0.6931,0.2177,0.0,0.9806,0.6174,0.4053,0.5,0.3142,0.6474,0.5
98103,Seattle,King,,urban,Seattle,51988.0,1.44,13275.0,6206.0,54.83,38.0,127372.0,950000.0,2780.0,0.346,9.5,18.0,5.5,70.0,1180.0,5150.0,0.11579540000000002,3.76,14.98,77.3,380.0,7.834110399999999,4478.0,0.33732580037664783,0.02862523540489642,43.65,21.7,7.5,79.1,true,4.6,521.4,176.0,1.0,0.0,2700.0,0.23,Spanish,Other Indo-European,,,64.39,6,47.52,84,56.85,8,51.98,50,0.9581,0.7232,0.0352,0.6751,1.0,0.0604,0.9267,0.5458,0.5714,0.4866,0.2353,0.8113,0.3307,0.0,0.8606,1.0,0.3348,0.5,0.3886,0.6246,0.5
98104,Seattle,King,,urban-core,Seattle,15870.0,1.44,5783.0,336.0,92.0,14.0,61866.0,620000.0,2540.0,0.486,7.5,24.0,10.2,62.0,1180.0,5150.0,0.15133115999999996,17.78,33.51,45.16,220.0,35.986720000000005,1700.0,0.29396507003285494,0.03804253847484005,38.21666666666666,7.4,7.5,71.1,true,1.32,221.2,141.0,1.0,0.0,2900.0,0.22,Chinese (Mandarin/Cantonese),Spanish,,,44.61,30,41.34,99,35.14,99,38.11,100,0.0504,0.6399,0.1618,0.5883,1.0,0.0803,0.9866,0.5458,0.4009,0.9021,0.0,0.4,0.0065,0.0,0.999,0.4372,0.1806,0.5,0.0131,0.5061,0.5
98105,Seattle,King,,urban,Seattle,49229.0,1.44,13352.0,5651.0,66.9,34.0,78691.0,1180000.0,2780.0,0.279,9.0,18.0,5.8,68.0,1180.0,5150.0,0.16426821,5.96,21.27,77.23,110.0,4.385964,3788.0,0.28370281605751946,0.00823846614739365,39.733333333333334,21.8,7.5,89.4,false,3.13,401.6,181.0,1.0,0.0,2700.0,0.25,Chinese (Mandarin/Cantonese),Spanish,,,61.34,9,46.66,88,50.21,36,48.4,76,0.8723,0.7445,0.0197,0.5678,1.0,0.0174,0.9699,0.5458,0.791,0.2878,0.1765,0.783,0.1608,0.0,0.8596,0.7937,0.3568,0.5,0.1095,0.4846,0.5
98106,Seattle,King,,urban,Seattle,28889.0,1.44,5598.0,3565.0,41.81,52.0,115529.0,620000.0,2540.0,0.486,11.0,22.0,5.0,58.0,1180.0,5150.0,0.108675,12.49,24.15,45.0,0.0,0.0,980.0,0.17506252232940336,0.0,47.65,27.1,7.5,57.3,false,5.69,299.9,228.0,1.0,0.0,2300.0,0.31,Spanish,Vietnamese,,,46.94,27,45.19,94,48.61,50,46.87,81,0.5497,0.5338,0.0,0.3504,1.0,0.0,0.8825,0.5458,0.1066,0.9021,0.4118,0.7918,0.4028,0.0,0.8083,0.5927,0.5639,0.5,0.3207,0.5645,0.5
98107,Seattle,King,,urban,Seattle,28390.0,1.44,6785.0,3228.0,60.61,42.0,137748.0,980000.0,2780.0,0.336,9.2,18.0,5.6,68.0,1180.0,5150.0,0.11551955000000001,3.0,15.17,76.15,0.0,0.0,2891.0,0.4260869565217391,0.0,45.800000000000004,22.0,7.5,81.0,false,4.45,579.1,170.0,1.0,0.0,2750.0,0.22,Chinese (Mandarin/Cantonese),Spanish,,,54.57,14,48.24,81,57.59,7,52.71,45,0.4976,0.6926,0.0,0.8527,1.0,0.0,0.9029,0.5458,0.6119,0.457,0.2,0.8019,0.3907,0.0,0.8577,1.0,0.3084,0.5,0.4481,0.6529,0.5
98108,Seattle,King,,urban,Seattle,24430.0,1.44,5396.0,3153.0,43.12,48.0,90806.0,580000.0,2540.0,0.519,11.5,24.0,5.5,56.0,1180.0,5150.0,0.1297296,26.54,35.1,36.96,0.0,0.0,650.0,0.12045959970348406,0.0,46.199999999999996,28.3,7.5,61.2,true,6.15,203.1,226.0,1.0,0.0,2400.0,0.33,Chinese (Mandarin/Cantonese),Spanish,,MULTI_DISTRICT,44.26,31,48.07,82,42.78,82,45.35,88,0.486,0.5259,0.0,0.2411,1.0,0.0,0.8985,0.5458,0.1898,1.0,0.4706,0.7113,0.3016,0.0,0.7967,0.4014,0.5551,0.5,0.179,0.4879,0.5
98109,Seattle,King,,urban-core,Seattle,32552.0,1.44,10884.0,1788.0,78.57,22.0,130845.0,920000.0,2960.0,0.381,8.0,22.0,8.8,68.0,1180.0,5150.0,0.22278324000000002,4.82,28.54,78.06,4290.0,162.4654746,5102.0,0.4687614847482543,0.3941565600882029,38.75,7.2,7.5,83.6,true,1.66,279.6,152.0,1.0,0.0,2900.0,0.21,Other Indo-European,Chinese (Mandarin/Cantonese),,,71.1,2,46.17,90,47.38,57,46.77,83,0.2749,0.8069,0.7304,0.9381,1.0,0.7581,0.9807,0.5458,0.6674,0.5905,0.0588,0.4333,0.2194,0.0,1.0,0.5526,0.2291,0.5,0.4085,0.7043,0.5
98112,Seattle,King,,urban,Seattle,23961.0,1.44,4473.0,2457.0,39.16,54.0,162073.0,1640000.0,2960.0,0.214,8.5,18.0,5.0,74.0,1180.0,5150.0,0.08562394000000001,2.23,10.58,80.93,30.0,0.2619804,1390.0,0.31075340934495865,0.00670690811535882,37.449999999999996,16.8,7.5,78.1,false,3.5,261.9,178.0,1.0,0.0,2900.0,0.18,Other Asian/Pacific Island,Spanish,,,51.2,21,41.18,100,50.84,32,45.76,87,0.3784,0.7517,0.0012,0.6219,1.0,0.0141,0.995,0.5458,0.5501,0.095,0.1176,0.8585,0.5514,0.0,0.908,0.5176,0.3436,0.5,0.5876,0.7478,0.5
98115,Seattle,King,,urban,Seattle,54248.0,1.44,9279.0,5866.0,40.68,58.0,148190.0,1080000.0,2780.0,0.305,9.2,18.0,4.8,72.0,1180.0,5150.0,0.10074523999999999,3.72,12.86,78.34,60.0,0.9079776,3012.0,0.32460394439055934,0.006466214031684449,43.583333333333336,29.2,7.5,89.4,true,4.7,388.8,188.0,1.0,0.0,2750.0,0.2,Chinese (Mandarin/Cantonese),Spanish,,,62.26,8,53.43,66,56.8,9,55.09,25,0.9055,0.7375,0.0041,0.6496,1.0,0.0136,0.9274,0.5458,0.791,0.365,0.2,0.8774,0.5419,0.0,0.788,0.7684,0.3877,0.5,0.508,0.648,0.5
98116,Seattle,King,,urban,Seattle,28091.0,1.44,4668.0,3093.0,46.35,60.0,130504.0,1080000.0,2780.0,0.305,9.0,20.0,4.6,72.0,1180.0,5150.0,0.09341484,3.36,13.56,68.89,0.0,0.0,1765.0,0.3781062553556127,0.0,47.61666666666667,22.7,7.5,73.0,false,5.25,491.8,213.0,1.0,0.0,2750.0,0.2,Russian/Polish/Slavic,Spanish,,,53.35,15,43.29,97,59.09,3,50.58,63,0.4767,0.7297,0.0,0.7567,1.0,0.0,0.8829,0.5458,0.4414,0.365,0.1765,0.8629,0.5063,0.0,0.8509,0.9719,0.4978,0.5,0.4066,0.6288,0.5
98117,Seattle,King,,urban,Seattle,35147.0,1.44,6097.0,3776.0,29.33,58.0,182500.0,1020000.0,2780.0,0.323,9.2,19.0,4.8,72.0,1180.0,5150.0,0.0922152,1.98,12.32,74.85,0.0,0.0,1303.0,0.2137116614728555,0.0,48.86666666666667,29.0,7.5,81.0,false,5.72,506.0,187.0,1.0,0.0,2750.0,0.21,Spanish,Other Indo-European,,,51.56,19,50.51,77,63.26,1,56.53,16,0.5823,0.7284,0.0,0.4277,1.0,0.0,0.8691,0.5458,0.6119,0.4184,0.2,0.8607,0.6402,0.0,0.7899,1.0,0.3833,0.5,0.7047,0.7473,0.5
98118,Seattle,King,,urban,Seattle,49560.0,1.44,9854.0,5976.0,42.55,52.0,109085.0,820000.0,2540.0,0.367,10.5,22.0,5.0,64.0,1180.0,5150.0,0.13194720000000001,16.32,26.95,48.96,0.0,0.0,1720.0,0.17454840673838035,0.0,43.666666666666664,23.0,7.5,52.3,true,6.33,503.0,239.0,1.0,0.0,2400.0,0.28,Spanish,Vietnamese,,,57.42,13,34.53,107,56.42,10,44.14,91,0.9225,0.6495,0.0,0.3493,1.0,0.0,0.9265,0.5458,0.0,0.549,0.3529,0.7918,0.3843,0.0,0.848,0.9941,0.6123,0.5,0.2838,0.5659,0.5
98119,Seattle,King,,urban,Seattle,26390.0,1.44,6337.0,2734.0,60.73,42.0,125021.0,1180000.0,2780.0,0.279,8.5,20.0,6.4,70.0,1180.0,5150.0,0.10414636,2.39,14.57,71.48,110.0,1.5965917,2469.0,0.3896165377939088,0.01735837146914944,42.11666666666667,12.9,7.5,84.6,false,3.6,391.8,184.0,1.0,0.0,2800.0,0.2,Spanish,Chinese (Mandarin/Cantonese),,,53.17,17,45.2,93,54.24,19,49.51,72,0.4212,0.7108,0.0072,0.7797,1.0,0.0366,0.9436,0.5458,0.6887,0.2878,0.1176,0.6931,0.3542,0.0,0.9458,0.7743,0.37,0.5,0.3752,0.6605,0.5
98121,Seattle,King,,urban-core,Seattle,20904.0,1.44,6883.0,400.0,74.77,20.0,148974.0,620000.0,2780.0,0.531,7.0,24.0,9.6,66.0,1180.0,5150.0,0.31197800000000003,9.18,40.1,77.8,2410.0,165.41965259999995,3253.0,0.4726136858927793,0.35013802121168097,38.766666666666666,7.9,7.5,82.4,true,0.53,250.0,146.0,1.0,0.0,3000.0,0.18,Other Indo-European,Chinese (Mandarin/Cantonese),,,67.5,3,53.0,68,47.16,58,49.99,67,0.0603,0.8716,0.7437,0.9458,1.0,0.7384,0.9805,0.5458,0.6418,1.0,0.0,0.4,0.2562,0.0,0.9942,0.4941,0.2026,0.5,0.5125,0.7533,0.5
98122,Seattle,King,,urban,Seattle,42001.0,1.44,11248.0,4314.0,72.05,36.0,106479.0,820000.0,2780.0,0.401,9.5,20.0,5.8,66.0,1180.0,5150.0,0.122837,4.38,17.18,71.5,40.0,1.2623159999999998,4892.0,0.4349217638691323,0.0035561877667140826,37.0,13.0,7.5,69.4,false,2.28,409.7,166.0,1.0,0.0,2750.0,0.23,Spanish,Chinese (Mandarin/Cantonese),,,59.24,10,44.15,96,48.8,47,46.42,85,0.6655,0.6701,0.0057,0.8704,1.0,0.0075,1.0,0.5458,0.3646,0.6499,0.2353,0.7497,0.2556,0.0,0.9448,0.8097,0.2907,0.5,0.2689,0.6068,0.5
98125,Seattle,King,,urban,Seattle,43807.0,1.44,8687.0,5076.0,54.32,52.0,96725.0,820000.0,2780.0,0.401,10.0,20.0,5.2,66.0,1180.0,5150.0,0.13173179999999998,9.24,21.72,60.65,0.0,0.0,2810.0,0.32347185449522275,0.0,48.9,37.7,7.5,79.9,false,5.39,435.4,202.0,1.0,0.0,2550.0,0.24,Spanish,Chinese (Mandarin/Cantonese),,,57.84,12,50.9,76,52.95,21,51.91,51,0.7834,0.6796,0.0,0.6474,1.0,0.0,0.8688,0.5458,0.5885,0.6499,0.2941,0.8063,0.3489,0.0,0.7057,0.8605,0.4493,0.5,0.2129,0.4593,0.5
98126,Seattle,King,,urban,Seattle,22433.0,1.44,3923.0,2549.0,39.6,58.0,114030.0,820000.0,2540.0,0.367,10.0,22.0,4.8,66.0,1180.0,5150.0,0.09488672999999999,6.73,15.87,59.79,0.0,0.0,1010.0,0.2574560285495794,0.0,48.56666666666666,26.1,7.5,72.8,false,6.44,466.6,231.0,1.0,0.0,2400.0,0.28,Spanish,Other Indo-European,,,47.06,26,46.73,87,58.03,5,52.07,47,0.3926,0.6403,0.0,0.5153,1.0,0.0,0.8724,0.5458,0.4371,0.549,0.2941,0.8107,0.4439,0.0,0.818,0.9221,0.5771,0.5,0.3121,0.5651,0.5
98133,Seattle,King,,suburban,Seattle,52620.0,1.44,11256.0,6236.0,50.84,48.0,92371.0,720000.0,2780.0,0.457,10.5,22.0,5.0,62.0,1180.0,5150.0,0.11540144,11.71,22.61,51.04,0.0,0.0,2645.0,0.23498578535891967,0.0,53.13333333333333,44.3,7.5,77.6,true,5.14,379.1,203.0,1.0,0.0,2500.0,0.24,Spanish,Chinese (Mandarin/Cantonese),,MULTI_DISTRICT,57.94,11,52.39,73,49.69,39,51.02,59,0.9627,0.6016,0.0,0.4703,1.0,0.0,0.8221,0.5458,0.5394,0.816,0.3529,0.7918,0.3061,0.0,0.6418,0.7492,0.4537,0.5,0.188,0.4149,0.5
